match_id,friendly_picks,enemy_picks,bans,win_rate
8644,"[27, 17, 6, 10, 20]","[4, 8, 7, 3, 26]","[23, 22, 5, 2, 15, 24]",0.6211
8645,"[5, 29, 15, 7, 30]","[2, 19, 3, 8, 6]","[9, 17, 24, 13, 25, 22]",0.6886
8646,"[22, 7, 25, 21, 27]","[12, 24, 26, 3, 5]","[17, 18, 4, 10, 14, 8]",0.6668
8647,"[22, 25, 20, 18, 28]","[11, 21, 30, 29, 9]","[26, 5, 6, 15, 3, 2]",0.6242
8648,"[18, 3, 20, 9, 11]","[6, 8, 29, 26, 14]","[12, 21, 5, 22, 19, 7]",0.6782
8649,"[23, 19, 1, 2, 20]","[29, 26, 7, 9, 13]","[16, 27, 28, 22, 4, 6]",0.6709
8650,"[2, 12, 23, 22, 6]","[16, 21, 30, 14, 17]","[13, 5, 7, 3, 15, 27]",0.5391
8651,"[9, 12, 29, 30, 25]","[17, 3, 22, 26, 4]","[28, 1, 8, 7, 24, 18]",0.6545
8652,"[8, 28, 29, 21, 5]","[16, 22, 26, 4, 19]","[2, 6, 17, 25, 13, 24]",0.5114
8653,"[6, 10, 24, 23, 8]","[16, 26, 20, 19, 28]","[29, 18, 22, 2, 7, 15]",0.5926
8654,"[4, 5, 1, 27, 7]","[21, 13, 9, 26, 20]","[2, 15, 10, 29, 17, 16]",0.5059
8655,"[11, 6, 9, 3, 28]","[27, 14, 29, 19, 7]","[5, 1, 8, 30, 21, 12]",0.5927
8656,"[21, 15, 12, 28, 9]","[25, 22, 27, 4, 16]","[8, 5, 26, 30, 23, 11]",0.683
8657,"[28, 13, 12, 7, 8]","[24, 16, 19, 11, 18]","[15, 20, 27, 4, 6, 10]",0.5498
8658,"[13, 8, 29, 7, 27]","[26, 25, 19, 23, 14]","[6, 3, 30, 17, 22, 12]",0.712
8659,"[28, 27, 9, 10, 22]","[8, 1, 18, 26, 2]","[15, 7, 14, 5, 13, 21]",0.6842
8660,"[14, 23, 9, 19, 5]","[28, 12, 8, 25, 26]","[15, 20, 4, 16, 6, 13]",0.5673
8661,"[5, 20, 26, 1, 21]","[29, 13, 30, 10, 15]","[25, 14, 8, 24, 12, 7]",0.6385
8662,"[19, 2, 29, 18, 3]","[1, 10, 5, 30, 14]","[22, 26, 15, 21, 24, 4]",0.5997
8663,"[22, 21, 27, 4, 10]","[6, 26, 1, 13, 20]","[5, 12, 18, 8, 15, 28]",0.6655
8664,"[28, 8, 29, 21, 2]","[15, 5, 13, 24, 11]","[20, 25, 16, 9, 18, 12]",0.5481
8665,"[9, 10, 13, 25, 1]","[5, 27, 21, 19, 23]","[4, 30, 17, 11, 7, 8]",0.6376
8666,"[10, 13, 9, 11, 8]","[7, 26, 5, 12, 18]","[22, 27, 20, 1, 25, 24]",0.6072
8667,"[17, 23, 11, 30, 26]","[22, 28, 10, 5, 13]","[4, 19, 25, 16, 24, 8]",0.6987
8668,"[7, 8, 14, 11, 22]","[25, 3, 2, 20, 10]","[24, 21, 16, 13, 6, 12]",0.5478
8669,"[16, 11, 12, 27, 10]","[30, 26, 14, 1, 15]","[8, 6, 22, 2, 7, 23]",0.668
8670,"[9, 16, 11, 22, 10]","[20, 30, 3, 27, 14]","[4, 26, 24, 15, 21, 12]",0.6576
8671,"[1, 4, 14, 2, 22]","[21, 3, 17, 24, 25]","[29, 26, 13, 23, 11, 15]",0.6906
8672,"[12, 4, 14, 17, 22]","[16, 18, 15, 28, 3]","[30, 24, 23, 29, 11, 1]",0.6091
8673,"[22, 29, 23, 3, 11]","[10, 8, 12, 9, 18]","[1, 7, 21, 28, 20, 25]",0.6497
8674,"[24, 5, 17, 23, 7]","[11, 15, 13, 12, 20]","[21, 26, 28, 4, 29, 27]",0.5399
8675,"[8, 20, 11, 29, 21]","[4, 14, 12, 7, 2]","[15, 24, 16, 18, 13, 5]",0.6145
8676,"[28, 7, 9, 22, 30]","[8, 29, 1, 11, 19]","[13, 20, 21, 15, 10, 12]",0.5193
8677,"[28, 6, 1, 20, 15]","[9, 11, 10, 4, 8]","[17, 23, 19, 14, 24, 21]",0.7027
8678,"[11, 6, 12, 23, 2]","[22, 16, 7, 24, 26]","[17, 19, 21, 1, 10, 20]",0.5318
8679,"[25, 27, 10, 7, 26]","[5, 9, 28, 21, 8]","[14, 18, 12, 15, 20, 24]",0.6298
8680,"[27, 17, 30, 21, 26]","[11, 8, 3, 29, 16]","[5, 10, 23, 19, 6, 1]",0.5941
8681,"[24, 18, 22, 3, 4]","[21, 28, 15, 29, 12]","[10, 11, 30, 19, 25, 20]",0.5853
8682,"[11, 14, 9, 10, 3]","[17, 13, 23, 26, 1]","[25, 27, 16, 28, 24, 6]",0.6042
8683,"[15, 7, 30, 9, 2]","[20, 23, 5, 24, 19]","[16, 17, 1, 25, 29, 12]",0.712
8684,"[1, 4, 13, 20, 6]","[11, 25, 22, 21, 14]","[29, 12, 24, 17, 10, 30]",0.5454
8685,"[10, 19, 6, 12, 23]","[24, 9, 22, 29, 4]","[20, 18, 16, 30, 8, 14]",0.6976
8686,"[2, 26, 7, 11, 28]","[24, 14, 30, 3, 29]","[25, 4, 22, 9, 16, 13]",0.5939
8687,"[28, 10, 20, 7, 26]","[18, 30, 8, 21, 11]","[25, 17, 6, 12, 16, 29]",0.6585
8688,"[3, 25, 2, 7, 15]","[27, 24, 14, 5, 10]","[1, 29, 18, 21, 9, 19]",0.5195
8689,"[6, 16, 3, 26, 19]","[1, 29, 8, 21, 18]","[7, 14, 22, 5, 20, 10]",0.5597
8690,"[6, 12, 29, 26, 21]","[16, 3, 13, 27, 19]","[28, 22, 10, 14, 18, 1]",0.642
8691,"[24, 28, 15, 17, 1]","[2, 26, 30, 13, 25]","[18, 8, 3, 6, 4, 5]",0.6134
8692,"[4, 25, 9, 13, 8]","[24, 29, 1, 7, 6]","[2, 18, 30, 28, 14, 3]",0.6677
8693,"[7, 14, 24, 6, 23]","[12, 30, 21, 8, 17]","[20, 15, 26, 13, 2, 5]",0.6401
8694,"[1, 4, 11, 2, 24]","[14, 26, 19, 9, 25]","[15, 6, 16, 12, 10, 27]",0.598
8695,"[4, 21, 23, 30, 1]","[25, 29, 17, 7, 26]","[10, 11, 14, 12, 19, 9]",0.6934
8696,"[21, 27, 17, 9, 5]","[24, 6, 26, 13, 3]","[25, 20, 10, 28, 30, 16]",0.641
8697,"[8, 21, 14, 9, 26]","[15, 22, 10, 4, 20]","[23, 24, 2, 1, 17, 28]",0.7409
8698,"[10, 30, 27, 28, 4]","[23, 22, 29, 2, 25]","[18, 11, 13, 21, 16, 6]",0.6534
8699,"[21, 16, 3, 30, 9]","[28, 10, 15, 2, 11]","[13, 6, 7, 25, 26, 18]",0.5963
8700,"[10, 14, 3, 4, 25]","[22, 2, 15, 29, 27]","[30, 20, 23, 7, 9, 19]",0.604
8701,"[26, 22, 19, 24, 11]","[23, 3, 6, 12, 15]","[4, 7, 28, 20, 30, 27]",0.5972
8702,"[3, 8, 24, 5, 16]","[12, 26, 29, 10, 9]","[4, 7, 13, 18, 14, 20]",0.5755
8703,"[6, 18, 4, 11, 22]","[2, 14, 23, 7, 26]","[27, 24, 1, 17, 20, 30]",0.6015
8704,"[14, 3, 13, 17, 8]","[7, 28, 10, 5, 26]","[23, 4, 2, 15, 24, 30]",0.5958
8705,"[12, 18, 29, 7, 5]","[17, 23, 16, 15, 22]","[13, 11, 3, 21, 28, 24]",0.6935
8706,"[6, 4, 26, 16, 2]","[8, 18, 23, 29, 9]","[13, 24, 15, 28, 17, 22]",0.682
8707,"[20, 1, 7, 26, 22]","[17, 8, 11, 24, 15]","[5, 13, 10, 6, 3, 14]",0.5993
8708,"[21, 11, 13, 28, 25]","[27, 6, 30, 24, 16]","[9, 23, 15, 17, 18, 26]",0.521
8709,"[10, 26, 29, 13, 25]","[28, 11, 9, 1, 3]","[18, 19, 8, 5, 12, 17]",0.6113
8710,"[9, 21, 19, 28, 30]","[23, 12, 13, 14, 29]","[10, 18, 5, 6, 24, 22]",0.6437
8711,"[6, 2, 16, 10, 11]","[19, 20, 15, 26, 7]","[30, 21, 24, 4, 3, 9]",0.5538
8712,"[2, 1, 21, 22, 13]","[26, 10, 6, 25, 15]","[8, 19, 29, 20, 16, 30]",0.6506
8713,"[15, 5, 24, 14, 21]","[1, 6, 9, 11, 28]","[7, 22, 12, 19, 25, 16]",0.7052
8714,"[30, 22, 27, 8, 23]","[18, 2, 15, 1, 5]","[12, 7, 6, 24, 13, 16]",0.528
8715,"[26, 7, 24, 18, 4]","[3, 22, 8, 13, 20]","[19, 30, 16, 10, 29, 5]",0.5495
8716,"[23, 18, 3, 8, 2]","[7, 19, 26, 11, 1]","[17, 5, 14, 16, 21, 9]",0.6104
8717,"[26, 29, 28, 19, 11]","[20, 2, 6, 1, 18]","[16, 17, 21, 14, 13, 27]",0.6242
8718,"[19, 18, 6, 21, 28]","[14, 2, 11, 23, 27]","[26, 1, 8, 5, 22, 3]",0.5753
8719,"[27, 2, 16, 7, 21]","[3, 19, 12, 1, 20]","[29, 10, 13, 11, 4, 25]",0.6131
8720,"[27, 18, 2, 28, 22]","[29, 4, 13, 25, 24]","[17, 10, 8, 20, 16, 12]",0.5238
8721,"[14, 30, 8, 10, 20]","[9, 4, 28, 16, 15]","[17, 27, 5, 2, 18, 3]",0.6572
8722,"[2, 24, 6, 7, 25]","[16, 26, 13, 27, 9]","[19, 1, 20, 23, 5, 11]",0.6714
8723,"[30, 26, 29, 19, 25]","[7, 17, 18, 3, 11]","[10, 6, 14, 21, 23, 24]",0.7091
8724,"[9, 19, 30, 4, 8]","[23, 1, 2, 14, 16]","[28, 22, 26, 11, 18, 24]",0.6013
8725,"[14, 30, 20, 29, 19]","[21, 7, 26, 11, 1]","[8, 10, 9, 12, 15, 16]",0.5491
8726,"[19, 27, 2, 14, 15]","[26, 8, 6, 23, 29]","[21, 7, 5, 24, 10, 16]",0.6367
8727,"[11, 13, 19, 28, 30]","[26, 18, 25, 15, 9]","[23, 1, 29, 24, 22, 6]",0.5979
8728,"[19, 4, 30, 7, 13]","[17, 14, 8, 16, 6]","[28, 3, 2, 5, 11, 22]",0.6089
8729,"[30, 18, 2, 1, 11]","[28, 13, 29, 4, 26]","[16, 19, 17, 7, 14, 25]",0.565
8730,"[25, 11, 2, 12, 10]","[19, 1, 6, 26, 28]","[30, 4, 18, 3, 23, 8]",0.6376
8731,"[5, 3, 22, 29, 15]","[27, 26, 16, 10, 9]","[23, 6, 19, 8, 25, 21]",0.5262
8732,"[13, 10, 28, 9, 27]","[12, 6, 30, 2, 29]","[19, 24, 3, 8, 20, 15]",0.477
8733,"[10, 9, 22, 1, 24]","[14, 2, 12, 4, 20]","[23, 16, 25, 8, 19, 26]",0.5777
8734,"[24, 12, 10, 23, 17]","[26, 6, 13, 21, 7]","[14, 2, 8, 27, 19, 9]",0.5316
8735,"[27, 7, 15, 1, 11]","[22, 10, 28, 13, 26]","[9, 30, 14, 4, 6, 12]",0.6231
8736,"[3, 21, 24, 5, 30]","[12, 25, 28, 2, 19]","[26, 11, 7, 23, 13, 20]",0.6869
8737,"[29, 6, 24, 5, 15]","[14, 8, 3, 10, 22]","[25, 4, 30, 20, 19, 12]",0.6092
8738,"[4, 23, 8, 28, 7]","[9, 1, 15, 5, 10]","[17, 20, 13, 12, 3, 2]",0.5744
8739,"[30, 11, 1, 8, 17]","[20, 6, 26, 28, 24]","[14, 19, 7, 5, 9, 13]",0.6974
8740,"[26, 11, 5, 13, 7]","[20, 2, 14, 19, 25]","[29, 30, 15, 23, 27, 24]",0.6177
8741,"[30, 13, 28, 1, 8]","[14, 3, 24, 10, 29]","[7, 27, 25, 21, 6, 12]",0.5428
8742,"[23, 25, 10, 14, 16]","[4, 27, 18, 12, 21]","[8, 20, 17, 9, 29, 15]",0.7021
8743,"[19, 18, 22, 15, 1]","[21, 7, 9, 17, 26]","[3, 14, 20, 23, 16, 6]",0.6794
8744,"[7, 29, 5, 28, 10]","[2, 19, 25, 21, 14]","[20, 24, 18, 6, 17, 15]",0.5601
8745,"[26, 27, 6, 24, 8]","[12, 17, 4, 21, 13]","[2, 14, 16, 25, 1, 19]",0.6235
8746,"[2, 18, 22, 5, 8]","[21, 6, 28, 27, 10]","[16, 14, 4, 20, 17, 19]",0.5078
8747,"[11, 14, 18, 23, 12]","[22, 28, 26, 8, 27]","[24, 30, 2, 16, 29, 6]",0.5643
8748,"[21, 10, 28, 19, 5]","[27, 12, 15, 4, 20]","[17, 24, 9, 25, 11, 8]",0.5466
8749,"[20, 21, 14, 29, 4]","[7, 22, 25, 19, 10]","[18, 15, 6, 5, 11, 24]",0.5595
8750,"[7, 14, 22, 21, 15]","[20, 1, 4, 24, 3]","[6, 10, 13, 11, 8, 19]",0.6746
8751,"[16, 25, 2, 14, 1]","[12, 28, 29, 5, 26]","[8, 4, 22, 19, 27, 10]",0.5702
8752,"[28, 3, 9, 16, 19]","[22, 14, 26, 20, 18]","[29, 13, 12, 8, 6, 5]",0.6526
8753,"[25, 28, 16, 23, 26]","[6, 22, 30, 15, 11]","[21, 20, 17, 10, 24, 19]",0.6036
8754,"[10, 24, 5, 21, 13]","[25, 30, 20, 14, 28]","[1, 23, 8, 29, 7, 18]",0.5641
8755,"[18, 24, 13, 28, 23]","[29, 22, 25, 27, 4]","[10, 1, 11, 21, 26, 19]",0.568
8756,"[25, 13, 4, 8, 23]","[29, 28, 15, 18, 16]","[12, 27, 14, 5, 24, 6]",0.6646
8757,"[6, 7, 13, 30, 1]","[12, 28, 8, 29, 3]","[2, 24, 26, 15, 5, 27]",0.686
8758,"[28, 1, 16, 25, 14]","[11, 27, 26, 15, 23]","[29, 2, 10, 21, 9, 3]",0.5996
8759,"[1, 21, 30, 9, 22]","[16, 13, 2, 18, 4]","[12, 26, 14, 17, 23, 20]",0.5298
8760,"[9, 21, 19, 10, 29]","[22, 20, 5, 3, 13]","[17, 1, 11, 27, 15, 7]",0.548
8761,"[9, 6, 2, 3, 16]","[13, 27, 18, 15, 20]","[8, 26, 10, 23, 25, 29]",0.6335
8762,"[17, 6, 16, 22, 26]","[1, 14, 27, 20, 23]","[15, 19, 25, 12, 8, 5]",0.5419
8763,"[6, 30, 14, 5, 7]","[28, 21, 12, 9, 13]","[27, 20, 8, 18, 2, 4]",0.6566
8764,"[28, 27, 2, 18, 13]","[4, 24, 21, 6, 29]","[10, 11, 23, 14, 7, 9]",0.5586
8765,"[6, 26, 28, 20, 23]","[8, 16, 11, 10, 2]","[18, 13, 5, 30, 3, 14]",0.6698
8766,"[27, 17, 12, 29, 3]","[13, 1, 10, 15, 4]","[18, 6, 20, 5, 24, 2]",0.6817
8767,"[19, 29, 28, 8, 27]","[3, 20, 4, 18, 25]","[2, 1, 24, 6, 13, 21]",0.601
8768,"[2, 25, 6, 13, 24]","[19, 10, 16, 26, 5]","[29, 9, 3, 18, 28, 12]",0.6641
8769,"[1, 5, 10, 6, 23]","[24, 21, 28, 30, 13]","[14, 29, 17, 12, 2, 9]",0.6028
8770,"[27, 14, 8, 26, 28]","[29, 4, 13, 20, 30]","[11, 24, 3, 1, 19, 16]",0.7004
8771,"[21, 27, 29, 6, 13]","[1, 25, 23, 17, 24]","[14, 19, 22, 15, 28, 11]",0.5611
8772,"[10, 29, 19, 27, 14]","[6, 4, 2, 3, 20]","[30, 26, 8, 25, 5, 11]",0.5485
8773,"[9, 5, 1, 16, 18]","[14, 24, 28, 20, 22]","[11, 21, 29, 17, 15, 25]",0.6835
8774,"[27, 2, 26, 7, 18]","[25, 19, 12, 13, 22]","[15, 14, 3, 23, 30, 10]",0.5656
8775,"[16, 26, 27, 5, 30]","[18, 14, 21, 8, 2]","[15, 23, 4, 17, 13, 22]",0.6382
8776,"[20, 9, 14, 26, 19]","[10, 17, 12, 1, 22]","[3, 30, 16, 23, 15, 5]",0.5249
8777,"[5, 2, 25, 10, 26]","[19, 16, 13, 27, 4]","[28, 15, 29, 8, 14, 6]",0.5591
8778,"[30, 19, 17, 25, 7]","[1, 5, 24, 8, 18]","[9, 28, 26, 20, 23, 2]",0.6044
8779,"[17, 24, 19, 22, 2]","[18, 10, 26, 1, 14]","[8, 9, 27, 15, 7, 5]",0.5618
8780,"[30, 14, 24, 23, 11]","[29, 13, 9, 19, 25]","[22, 8, 16, 26, 12, 10]",0.6929
8781,"[11, 26, 9, 12, 25]","[16, 27, 13, 30, 23]","[21, 28, 5, 22, 19, 2]",0.6185
8782,"[14, 17, 7, 22, 20]","[11, 9, 1, 23, 13]","[2, 4, 21, 28, 10, 27]",0.6957
8783,"[10, 22, 9, 11, 6]","[12, 1, 7, 5, 28]","[25, 26, 3, 18, 2, 4]",0.5849
8784,"[2, 9, 24, 7, 29]","[12, 6, 26, 23, 15]","[19, 22, 17, 1, 25, 18]",0.5605
8785,"[3, 25, 2, 24, 17]","[21, 5, 16, 28, 30]","[6, 1, 19, 20, 27, 10]",0.5414
8786,"[19, 16, 6, 27, 30]","[15, 21, 9, 17, 14]","[10, 22, 28, 13, 18, 20]",0.6406
8787,"[23, 18, 19, 11, 3]","[10, 1, 8, 12, 29]","[25, 14, 9, 22, 28, 6]",0.5507
8788,"[2, 15, 8, 16, 21]","[3, 12, 5, 22, 6]","[13, 19, 26, 1, 11, 4]",0.6142
8789,"[8, 5, 24, 15, 4]","[13, 26, 3, 22, 27]","[7, 2, 25, 29, 20, 19]",0.5871
8790,"[3, 23, 8, 26, 7]","[24, 20, 17, 28, 9]","[15, 10, 11, 30, 27, 18]",0.5435
8791,"[19, 26, 4, 7, 14]","[24, 17, 3, 1, 13]","[12, 28, 23, 10, 22, 25]",0.6543
8792,"[5, 26, 12, 4, 8]","[21, 22, 30, 24, 11]","[14, 15, 29, 13, 19, 28]",0.5132
8793,"[20, 16, 6, 7, 17]","[2, 19, 9, 12, 8]","[15, 25, 1, 14, 5, 21]",0.5569
8794,"[25, 12, 14, 8, 9]","[5, 13, 10, 11, 28]","[29, 27, 6, 7, 26, 30]",0.6753
8795,"[9, 23, 10, 24, 11]","[22, 30, 29, 12, 14]","[20, 16, 7, 5, 27, 2]",0.5892
8796,"[20, 30, 15, 4, 11]","[28, 8, 22, 29, 27]","[6, 25, 1, 18, 21, 9]",0.673
8797,"[15, 3, 6, 9, 10]","[19, 8, 21, 16, 26]","[2, 1, 17, 29, 13, 22]",0.6924
8798,"[4, 28, 19, 9, 3]","[2, 27, 13, 15, 26]","[6, 17, 24, 10, 7, 21]",0.6449
8799,"[19, 29, 12, 15, 10]","[13, 2, 7, 30, 18]","[28, 11, 23, 6, 1, 24]",0.5423
8800,"[12, 15, 27, 9, 14]","[1, 13, 29, 11, 26]","[25, 17, 16, 30, 4, 5]",0.6268
8801,"[13, 15, 20, 12, 25]","[18, 17, 21, 6, 9]","[26, 19, 22, 30, 3, 8]",0.5614
8802,"[24, 23, 12, 1, 10]","[26, 22, 15, 28, 6]","[27, 29, 18, 21, 14, 13]",0.6406
8803,"[23, 6, 2, 17, 19]","[24, 25, 11, 20, 4]","[13, 16, 21, 10, 28, 29]",0.6052
8804,"[11, 12, 22, 5, 27]","[9, 21, 25, 28, 14]","[26, 30, 6, 13, 3, 4]",0.6889
8805,"[26, 24, 8, 5, 23]","[2, 25, 27, 7, 12]","[6, 17, 28, 3, 20, 21]",0.6237
8806,"[22, 10, 18, 9, 3]","[21, 6, 16, 12, 14]","[1, 26, 2, 7, 17, 5]",0.6798
8807,"[26, 17, 12, 22, 4]","[16, 30, 9, 25, 8]","[2, 19, 28, 11, 6, 5]",0.633
8808,"[14, 16, 15, 25, 22]","[27, 13, 9, 7, 17]","[28, 26, 1, 3, 8, 18]",0.7235
8809,"[27, 8, 13, 15, 20]","[25, 3, 1, 16, 6]","[29, 9, 22, 11, 5, 18]",0.6079
8810,"[3, 22, 26, 2, 23]","[17, 24, 4, 8, 9]","[6, 7, 15, 28, 16, 14]",0.517
8811,"[24, 11, 28, 4, 17]","[14, 19, 15, 29, 22]","[21, 25, 6, 2, 26, 30]",0.5991
8812,"[24, 6, 3, 7, 5]","[22, 8, 19, 15, 2]","[27, 21, 11, 14, 20, 23]",0.6684
8813,"[8, 9, 26, 28, 19]","[21, 15, 6, 12, 22]","[4, 27, 3, 17, 20, 5]",0.5405
8814,"[19, 26, 5, 9, 7]","[18, 13, 25, 16, 23]","[14, 10, 20, 3, 17, 27]",0.5411
8815,"[6, 12, 22, 17, 4]","[26, 30, 14, 2, 10]","[3, 25, 9, 15, 16, 19]",0.5985
8816,"[14, 23, 19, 1, 4]","[27, 16, 5, 7, 3]","[29, 13, 12, 22, 2, 30]",0.6748
8817,"[16, 5, 28, 4, 2]","[12, 23, 29, 30, 1]","[14, 15, 17, 3, 24, 18]",0.6167
8818,"[26, 28, 2, 18, 8]","[27, 29, 13, 16, 30]","[5, 22, 12, 14, 15, 3]",0.5049
8819,"[2, 17, 21, 6, 8]","[19, 16, 12, 29, 5]","[30, 27, 28, 25, 14, 9]",0.6952
8820,"[17, 11, 21, 27, 20]","[3, 2, 16, 23, 18]","[22, 5, 7, 13, 8, 12]",0.7188
8821,"[5, 20, 25, 1, 28]","[13, 17, 30, 14, 4]","[9, 26, 19, 10, 24, 21]",0.5188
8822,"[30, 25, 6, 29, 9]","[22, 18, 17, 8, 14]","[24, 11, 27, 23, 3, 13]",0.6501
8823,"[6, 15, 4, 11, 19]","[14, 12, 9, 21, 5]","[25, 28, 22, 1, 23, 24]",0.6377
8824,"[17, 24, 23, 28, 22]","[2, 5, 27, 20, 4]","[30, 13, 7, 3, 21, 6]",0.5912
8825,"[3, 8, 20, 4, 19]","[29, 1, 17, 10, 11]","[30, 2, 16, 25, 23, 27]",0.6229
8826,"[6, 28, 9, 20, 30]","[3, 22, 19, 25, 12]","[1, 18, 24, 17, 13, 14]",0.6434
8827,"[25, 28, 23, 17, 24]","[6, 2, 18, 10, 27]","[1, 20, 15, 8, 21, 14]",0.6779
8828,"[29, 23, 7, 9, 30]","[16, 20, 24, 27, 13]","[21, 25, 1, 15, 5, 22]",0.6062
8829,"[13, 11, 3, 25, 2]","[6, 16, 9, 30, 26]","[18, 20, 17, 12, 1, 19]",0.7071
8830,"[26, 8, 15, 27, 29]","[3, 24, 10, 20, 4]","[1, 14, 25, 30, 17, 13]",0.6601
8831,"[26, 15, 12, 16, 10]","[28, 17, 19, 27, 30]","[3, 13, 22, 23, 9, 2]",0.6857
8832,"[11, 5, 1, 19, 26]","[25, 10, 6, 17, 13]","[15, 4, 3, 14, 7, 12]",0.6578
8833,"[19, 10, 9, 27, 26]","[24, 22, 18, 12, 23]","[15, 29, 20, 1, 13, 28]",0.5658
8834,"[3, 24, 18, 5, 19]","[13, 23, 27, 29, 8]","[4, 15, 11, 1, 12, 25]",0.6862
8835,"[18, 2, 4, 8, 11]","[6, 17, 5, 28, 27]","[22, 29, 10, 19, 9, 3]",0.6418
8836,"[2, 18, 27, 8, 14]","[30, 13, 15, 3, 24]","[28, 17, 16, 11, 25, 1]",0.5884
8837,"[2, 14, 6, 15, 1]","[18, 5, 20, 26, 9]","[30, 11, 13, 10, 8, 23]",0.5083
8838,"[13, 23, 21, 26, 16]","[1, 15, 29, 14, 10]","[19, 2, 22, 12, 6, 18]",0.7063
8839,"[6, 26, 28, 17, 2]","[10, 11, 22, 29, 12]","[27, 20, 23, 25, 14, 13]",0.6566
8840,"[25, 13, 24, 12, 29]","[1, 9, 3, 17, 28]","[26, 19, 8, 21, 20, 4]",0.6591
8841,"[19, 24, 16, 18, 22]","[28, 13, 21, 2, 12]","[23, 17, 29, 4, 11, 9]",0.6238
8842,"[15, 16, 26, 1, 13]","[2, 23, 29, 27, 11]","[12, 4, 5, 7, 20, 6]",0.6116
8843,"[25, 10, 23, 24, 29]","[28, 14, 18, 19, 12]","[16, 9, 6, 3, 8, 20]",0.6278
8844,"[3, 19, 6, 24, 27]","[15, 13, 7, 26, 9]","[30, 16, 14, 1, 23, 4]",0.6581
8845,"[26, 13, 7, 22, 17]","[29, 20, 23, 16, 1]","[18, 28, 10, 9, 8, 4]",0.6386
8846,"[4, 17, 29, 15, 20]","[12, 22, 26, 16, 1]","[14, 2, 28, 10, 21, 25]",0.5473
8847,"[4, 7, 15, 21, 5]","[6, 3, 11, 14, 28]","[30, 2, 13, 12, 1, 20]",0.5283
8848,"[6, 16, 1, 23, 30]","[8, 26, 21, 9, 5]","[4, 11, 17, 18, 13, 22]",0.5423
8849,"[28, 5, 15, 13, 21]","[22, 11, 20, 26, 7]","[1, 23, 29, 8, 19, 27]",0.6849
8850,"[11, 20, 5, 19, 25]","[29, 22, 4, 23, 2]","[28, 1, 14, 16, 6, 30]",0.6535
8851,"[12, 17, 1, 26, 28]","[30, 24, 29, 13, 15]","[11, 18, 7, 23, 4, 6]",0.6766
8852,"[9, 13, 16, 18, 7]","[26, 21, 17, 19, 23]","[6, 28, 1, 2, 5, 4]",0.5507
8853,"[24, 27, 22, 26, 12]","[9, 3, 14, 11, 13]","[18, 20, 30, 29, 19, 17]",0.6935
8854,"[14, 27, 16, 5, 8]","[11, 26, 9, 1, 3]","[7, 10, 17, 30, 28, 29]",0.5362
8855,"[5, 24, 3, 27, 20]","[16, 29, 10, 9, 15]","[26, 19, 28, 11, 4, 21]",0.5648
8856,"[5, 9, 3, 30, 11]","[25, 1, 27, 7, 21]","[6, 12, 29, 15, 4, 22]",0.5316
8857,"[24, 2, 4, 7, 13]","[11, 10, 14, 6, 21]","[15, 23, 29, 30, 18, 20]",0.5319
8858,"[24, 17, 2, 16, 6]","[28, 1, 21, 9, 10]","[27, 15, 18, 25, 30, 12]",0.6302
8859,"[3, 2, 23, 22, 10]","[13, 12, 16, 30, 14]","[11, 25, 6, 9, 27, 15]",0.5508
8860,"[23, 19, 12, 30, 14]","[9, 16, 25, 27, 28]","[4, 5, 13, 17, 18, 1]",0.6775
8861,"[28, 1, 21, 3, 11]","[4, 15, 14, 16, 24]","[22, 17, 5, 19, 18, 23]",0.5541
8862,"[7, 15, 19, 13, 20]","[1, 9, 27, 29, 21]","[14, 8, 10, 6, 17, 26]",0.5662
8863,"[20, 22, 4, 16, 18]","[7, 10, 23, 12, 17]","[3, 30, 1, 27, 13, 26]",0.5266
8864,"[12, 1, 3, 28, 5]","[23, 21, 22, 2, 29]","[14, 4, 20, 30, 7, 9]",0.5978
8865,"[30, 4, 3, 27, 10]","[23, 29, 25, 5, 18]","[12, 8, 15, 2, 17, 16]",0.5251
8866,"[15, 11, 5, 4, 9]","[7, 24, 25, 8, 26]","[22, 6, 30, 1, 16, 28]",0.6516
8867,"[14, 3, 2, 1, 26]","[20, 10, 25, 6, 11]","[12, 18, 15, 16, 4, 5]",0.5711
8868,"[21, 7, 3, 19, 8]","[29, 25, 11, 28, 16]","[18, 24, 17, 6, 4, 23]",0.5933
8869,"[25, 26, 22, 6, 28]","[16, 24, 12, 15, 19]","[27, 11, 2, 3, 30, 7]",0.636
8870,"[8, 24, 21, 29, 13]","[6, 7, 3, 30, 22]","[18, 10, 14, 11, 23, 9]",0.7228
8871,"[22, 25, 5, 1, 11]","[10, 8, 23, 21, 2]","[18, 7, 28, 27, 13, 16]",0.649
8872,"[10, 4, 15, 6, 7]","[25, 11, 19, 29, 18]","[22, 14, 26, 12, 5, 20]",0.6499
8873,"[22, 29, 26, 3, 15]","[28, 24, 6, 16, 5]","[14, 21, 7, 13, 25, 2]",0.7177
8874,"[21, 11, 9, 16, 7]","[3, 10, 30, 24, 1]","[18, 20, 14, 15, 29, 8]",0.6907
8875,"[6, 30, 5, 15, 28]","[4, 29, 25, 11, 24]","[2, 7, 9, 1, 18, 22]",0.5642
8876,"[6, 7, 25, 14, 19]","[21, 13, 1, 29, 27]","[20, 3, 2, 23, 8, 26]",0.7096
